藏,子分类,书名,档位,页数,题材,朝代
集藏,四库别集,静春堂诗集,艺术文学,5,诗,元
集藏,四库别集,静春堂集,艺术文学,7,散文文集,元
集藏,四库别集,韦斋集玉澜集,艺术文学,12,散文文集,宋
集藏,四库别集,韦苏州集,艺术文学,13,诗,隋唐
集藏,四库别集,韩内翰别集,艺术文学,6,散文文集,隋唐
集藏,四库别集,韩愈集,艺术文学,30,散文文集,隋唐
集藏,四库别集,须溪四景诗集,艺术文学,5,诗,宋
集藏,四库别集,须溪集,艺术文学,14,散文文集,宋
集藏,四库别集,顾亭林诗文集,艺术文学,46,散文文集,清
集藏,四库别集,顾华玉集,艺术文学,79,散文文集,明
集藏,四库别集,顾华玉集浮湘藁山中集凭几集凭几集续编息园存稿诗息园存稿文缓恸集,艺术文学,45,散文文集,明
集藏,四库别集,颐庵居士集,艺术文学,3,散文文集,宋
集藏,四库别集,颐庵文选,艺术文学,23,散文文集,明
集藏,四库别集,颖江漫稿,艺术文学,39,散文文集,明
集藏,四库别集,颜鲁公集,艺术文学,8,散文文集,隋唐
集藏,四库别集,香咳集,艺术文学,8,诗,历代汇编
集藏,四库别集,香屑集,艺术文学,18,诗,清
集藏,四库别集,香山集,艺术文学,17,散文文集,宋
集藏,四库别集,香溪集,艺术文学,12,散文文集,宋
集藏,四库别集,骆丞集,艺术文学,15,散文文集,隋唐
集藏,四库别集,骑省集,艺术文学,18,散文文集,宋
集藏,四库别集,骳稿,艺术文学,2,散文文集,明
集藏,四库别集,高峯文集,艺术文学,13,散文文集,宋
集藏,四库别集,高常侍集,艺术文学,7,诗,隋唐
集藏,四库别集,高拱诗选,艺术文学,5,诗,明
集藏,四库别集,高阳诗文集,艺术文学,76,散文文集,明
集藏,四库别集,鲁斋集,艺术文学,18,散文文集,宋
集藏,四库别集,鲍参军集,艺术文学,12,散文文集,魏晋南北朝
集藏,四库别集,鲍明远集,艺术文学,5,散文文集,魏晋南北朝
集藏,四库别集,鲍溶诗集,艺术文学,5,诗,隋唐
集藏,四库别集,鲒埼亭集,艺术文学,73,散文文集,清
集藏,四库别集,鲲溟诗集,艺术文学,26,诗,明
集藏,四库别集,鲸背吟集,艺术文学,4,诗,元
集藏,四库别集,鳯池吟稿,艺术文学,11,诗,明
集藏,四库别集,鵞湖集,艺术文学,5,散文文集,宋
集藏,四库别集,鸡肋集,艺术文学,52,散文文集,宋
集藏,四库别集,鸣盛集,艺术文学,12,诗,明
集藏,四库别集,鸳鸯湖棹歌,艺术文学,26,诗,清
集藏,四库别集,鸿庆居士集,艺术文学,32,散文文集,宋
集藏,四库别集,鹃音白社,艺术文学,2,诗,明
集藏,四库别集,鹅湖集,艺术文学,9,散文文集,元
集藏,四库别集,鹤山集,艺术文学,63,散文文集,宋
集藏,四库别集,鹤年诗集,艺术文学,8,诗,元
集藏,四库别集,鹤林集,艺术文学,25,散文文集,宋
集藏,四库别集,鹿忠节公集,艺术文学,17,散文文集,明
集藏,四库别集,鹿洲初集,艺术文学,12,散文文集,清
集藏,四库别集,鹿皮子集,艺术文学,10,散文文集,元
集藏,四库别集,麟原文集,艺术文学,11,散文文集,元
集藏,四库别集,麟角集,艺术文学,3,诗,隋唐
集藏,四库别集,黄华集,艺术文学,13,散文文集,辽金
集藏,四库别集,黄宗羲梨洲文,艺术文学,1,散文文集,清
集藏,四库别集,黄庭坚诗全集,艺术文学,135,诗,宋
集藏,四库别集,黄御史集,艺术文学,8,散文文集,隋唐
集藏,四库别集,黄漳浦文选,艺术文学,5,散文文集,明
集藏,四库别集,黎岳集,艺术文学,9,诗,宋
集藏,四库别集,默堂集,艺术文学,16,散文文集,宋
集藏,四库别集,默庵诗集,艺术文学,56,诗,明
集藏,四库别集,默庵集,艺术文学,3,散文文集,元
集藏,四库别集,默成文集,艺术文学,2,散文文集,宋
集藏,四库别集,默斋遗稿,艺术文学,2,散文文集,明
集藏,四库别集,黙庵集,艺术文学,4,散文文集,元
集藏,四库别集,鼓枻稿,艺术文学,7,诗,明
集藏,四库别集,龙云集,艺术文学,17,散文文集,宋
集藏,四库别集,龙学文集,艺术文学,9,散文文集,宋
集藏,四库别集,龙川集,艺术文学,23,散文文集,宋
集藏,四库别集,龙洲集,艺术文学,11,散文文集,宋
集藏,四库别集,龙湖檇李题词正续两编,艺术文学,3,文学批评,明
集藏,四库别集,龚自珍集,艺术文学,16,散文文集,清
集藏,四库别集,龟山集,艺术文学,23,散文文集,宋
集藏,四库别集,龟巢稿,艺术文学,75,散文文集,元
集藏,四库别集,龟谿集,艺术文学,12,散文文集,宋
集藏,宝卷,何仙姑宝卷,故事性,4,神话寓言,清
集藏,宝卷,度阴宝卷,故事性,5,佛教故事,清
集藏,宝卷,杏花宝卷,故事性,9,佛教故事,清
集藏,宝卷,梁皇宝卷,故事性,12,佛教故事,清
集藏,宝卷,民间宝卷花名宝卷,故事性,3,神话寓言,清
集藏,宝卷,玉历宝钞,故事性,17,佛教故事,清
集藏,宝卷,雷峰宝卷,故事性,19,神话寓言,清
集藏,宝卷,靖江宝卷,故事性,354,佛教故事,清
集藏,宝卷,鱼篮宝卷,故事性,12,佛教故事,清
集藏,宝卷,黄氏宝卷,故事性,8,佛教故事,清
集藏,小说,一层楼,故事性,14,章回小说,清
集藏,小说,一枕奇,故事性,6,章回小说,清
集藏,小说,七真因果传,故事性,9,章回小说,清
集藏,小说,万花楼,故事性,14,章回小说,清
集藏,小说,万锦情林,故事性,39,话本拟话本,明
集藏,小说,三国志通俗演义嘉靖壬午本,故事性,88,章回小说,明
集藏,小说,三宝太监西洋记,故事性,64,章回小说,明
集藏,小说,三教偶拈,故事性,11,话本拟话本,明
集藏,小说,三春梦,故事性,19,章回小说,清
集藏,小说,三续金瓶梅,故事性,12,章回小说,清
集藏,小说,三遂平妖传,故事性,4,章回小说,明
集藏,小说,世无匹,故事性,8,章回小说,清
集藏,小说,东度记,故事性,26,章回小说,明
集藏,小说,两交婚小传,故事性,9,章回小说,清
集藏,小说,九云记,故事性,21,章回小说,清
集藏,小说,九命奇冤,故事性,6,章回小说,清
集藏,小说,九尾狐,故事性,30,章回小说,清
集藏,小说,九尾龟,故事性,52,章回小说,清
集藏,小说,乾隆休妻,故事性,3,章回小说,清
集藏,小说,乾隆游江南,故事性,17,章回小说,清
集藏,小说,争春园,故事性,5,章回小说,清
集藏,小说,二刻醒世恒言,故事性,9,话本拟话本,清
集藏,小说,二十年目睹之怪现状,故事性,33,章回小说,清
集藏,小说,二度梅全传,故事性,13,章回小说,清
集藏,小说,于少保萃忠全传,故事性,7,章回小说,明
集藏,小说,云仙笑,故事性,5,话本拟话本,清
集藏,小说,五美缘,故事性,11,章回小说,清
集藏,小说,五色石,故事性,9,话本拟话本,清
集藏,小说,京华碧血录,故事性,1,章回小说,清
集藏,小说,人海潮,故事性,16,章回小说,民国
集藏,小说,仇史,故事性,1,章回小说,清
集藏,小说,今古奇观,故事性,37,话本拟话本,明
集藏,小说,仙侠五花剑,故事性,4,章回小说,清
集藏,小说,仙卜奇缘,故事性,13,章回小说,清
集藏,小说,何典,故事性,7,章回小说,清
集藏,小说,侠义英雄传,故事性,22,章回小说,清
集藏,小说,俗话倾谈,故事性,8,话本拟话本,清
集藏,小说,儒林外史,故事性,14,章回小说,清
集藏,小说,八仙得道,故事性,16,章回小说,民国
集藏,小说,八洞天,故事性,10,话本拟话本,清
集藏,小说,八美图,故事性,21,章回小说,清
集藏,小说,八贤传,故事性,6,章回小说,清
集藏,小说,六月霜,故事性,3,章回小说,清
集藏,小说,兰闺恨,故事性,4,章回小说,清
集藏,小说,再生缘,故事性,164,章回小说,清
集藏,小说,冷眼观,故事性,12,章回小说,清
集藏,小说,凤凰池,故事性,10,章回小说,清
集藏,小说,刘生觅莲记,故事性,4,文言小说,明
集藏,小说,前明正德白牡丹,故事性,13,章回小说,清
集藏,小说,剑侠传,故事性,3,文言小说,宋
集藏,小说,剑侠奇中奇全传,故事性,9,章回小说,清
集藏,小说,剖心记,故事性,1,章回小说,清
集藏,小说,劫余灰,故事性,3,章回小说,清
集藏,小说,医界镜,故事性,7,章回小说,清
集藏,小说,十二楼,故事性,21,话本拟话本,清
集藏,小说,十尾龟,故事性,5,章回小说,清
集藏,小说,升仙传,故事性,12,章回小说,清
集藏,小说,南朝金粉录,故事性,8,章回小说,清
集藏,小说,历代兴衰演义,故事性,47,章回小说,清
集藏,小说,双凤奇缘,故事性,15,章回小说,清
集藏,小说,双和欢,故事性,12,章回小说,清
集藏,小说,双龙传,故事性,2,章回小说,清
集藏,小说,发财秘诀,故事性,4,章回小说,清
集藏,小说,古戍寒笳记,故事性,7,章回小说,清
集藏,小说,合浦珠,故事性,24,章回小说,清
集藏,小说,合锦回文传,故事性,15,章回小说,清
集藏,小说,同治嫖院,故事性,3,章回小说,清
集藏,小说,后宋慈云走国全传,故事性,9,章回小说,清
集藏,小说,后官场现形记,故事性,2,章回小说,清
集藏,小说,后水浒传,故事性,11,章回小说,清
集藏,小说,后红楼梦,故事性,17,章回小说,清
集藏,小说,后西游记,故事性,20,章回小说,清
集藏,小说,听月楼,故事性,4,章回小说,清
集藏,小说,吴江雪,故事性,6,章回小说,清
集藏,小说,唐三藏西游厄释传,故事性,10,章回小说,明
集藏,小说,唐代宫廷艳史,故事性,32,章回小说,民国
集藏,小说,唐钟馗全传,故事性,4,章回小说,明
集藏,小说,商界现形记,故事性,4,章回小说,清
集藏,小说,善恶图全传,故事性,10,章回小说,清
集藏,小说,四巧说,故事性,8,话本拟话本,清
集藏,小说,四游记,故事性,12,章回小说,明
集藏,小说,回天绮谈,故事性,4,章回小说,清
集藏,小说,夏商野史,故事性,33,章回小说,清
集藏,小说,大明奇侠传,故事性,13,章回小说,清
集藏,小说,大明正德游江南,故事性,4,章回小说,清
集藏,小说,大汉三合明珠宝剑全传,故事性,15,章回小说,清
集藏,小说,大马扁,故事性,3,章回小说,清
集藏,小说,天凑巧,故事性,3,话本拟话本,清
集藏,小说,天女散花,故事性,4,章回小说,民国
集藏,小说,天妃娘妈传,故事性,5,章回小说,明
集藏,小说,天豹图,故事性,3,章回小说,清
集藏,小说,女仙外史,故事性,38,章回小说,清
集藏,小说,女娲石,故事性,5,章回小说,清
集藏,小说,女开科传,故事性,6,章回小说,清
集藏,小说,女界鬼域记,故事性,3,章回小说,清
集藏,小说,女聊斋志异,故事性,26,文言小说,清
集藏,小说,好逑传,故事性,8,章回小说,清
集藏,小说,如此京华,故事性,14,章回小说,民国
集藏,小说,妆钿铲传,故事性,4,章回小说,清
集藏,小说,妖狐艳史,故事性,3,章回小说,清
集藏,小说,姑妄言,故事性,34,章回小说,清
集藏,小说,娱目醒心编,故事性,8,话本拟话本,清
集藏,小说,婆罗岸全传,故事性,7,章回小说,清
集藏,小说,媚史,故事性,7,章回小说,清
集藏,小说,孝感天,故事性,3,章回小说,清
集藏,小说,孤山再梦,故事性,12,章回小说,清
集藏,小说,孽海花,故事性,6,章回小说,清
集藏,小说,守宫砂,故事性,21,章回小说,清
集藏,小说,宋公明排九宫八卦阵,故事性,16,章回小说,明
集藏,小说,宋太祖三下南唐,故事性,9,章回小说,清
集藏,小说,官场现行记,故事性,22,章回小说,清
集藏,小说,定情人,故事性,8,章回小说,清
集藏,小说,定鼎奇闻,故事性,13,章回小说,清
集藏,小说,宛如约,故事性,6,章回小说,清
集藏,小说,宦海升沉录,故事性,8,章回小说,清
集藏,小说,宦海钟,故事性,15,章回小说,清
集藏,小说,富翁醒世录,故事性,8,章回小说,清
集藏,小说,寻芳雅集,故事性,4,文言小说,明
集藏,小说,山水情,故事性,10,章回小说,清
集藏,小说,岭南逸史,故事性,14,章回小说,清
集藏,小说,巧冤家,故事性,9,章回小说,清
集藏,小说,巧联珠,故事性,10,章回小说,清
集藏,小说,市声,故事性,4,章回小说,清
集藏,小说,希夷梦海国春秋,故事性,89,章回小说,清
集藏,小说,常言道,故事性,6,章回小说,清
集藏,小说,平山冷燕,故事性,11,章回小说,清
集藏,小说,平金川,故事性,9,章回小说,清
集藏,小说,幻中游,故事性,6,章回小说,清
集藏,小说,康熙侠义传,故事性,146,章回小说,清
集藏,小说,廿载繁华梦,故事性,8,章回小说,清
集藏,小说,引凤萧,故事性,12,章回小说,清
集藏,小说,张文祥刺马案,故事性,7,章回小说,清
集藏,小说,归莲梦,故事性,7,章回小说,清
集藏,小说,快士传,故事性,13,章回小说,清
集藏,小说,快心编传奇三集,故事性,9,章回小说,清
集藏,小说,快心编传奇二集,故事性,7,章回小说,清
集藏,小说,快心编传奇初集,故事性,6,章回小说,清
集藏,小说,恨海,故事性,7,章回小说,清
集藏,小说,情变,故事性,6,章回小说,清
集藏,小说,情梦柝,故事性,4,章回小说,清
集藏,小说,情楼迷史霞笺记,故事性,4,章回小说,明
集藏,小说,戏中戏,故事性,3,话本拟话本,清
集藏,小说,戏蛾记,故事性,2,章回小说,清
集藏,小说,扫迷帚,故事性,5,章回小说,清
集藏,小说,扫魅敦伦东度记,故事性,40,章回小说,明
集藏,小说,斩鬼传,故事性,5,章回小说,清
集藏,小说,断鸿零雁记,故事性,6,章回小说,民国
集藏,小说,斯文变相,故事性,3,章回小说,清
集藏,小说,新世鸿勋,故事性,9,章回小说,清
集藏,小说,新水浒,故事性,6,章回小说,清
集藏,小说,新石头记,故事性,10,章回小说,清
集藏,小说,新纪元,故事性,4,章回小说,清
集藏,小说,新茶花,故事性,5,章回小说,清
集藏,小说,新西游记,故事性,3,章回小说,清
集藏,小说,新镌绣像麴头陀济颠全传,故事性,16,章回小说,明
集藏,小说,无声戏,故事性,8,话本拟话本,清
集藏,小说,无耻奴,故事性,8,章回小说,清
集藏,小说,明代宫闱史,故事性,45,章回小说,民国
集藏,小说,明月台,故事性,3,章回小说,清
集藏,小说,明珠缘,故事性,108,章回小说,明
集藏,小说,春秋配,故事性,3,章回小说,清
集藏,小说,春阿氏谋夫案,故事性,5,章回小说,清
集藏,小说,最近官场秘密史,故事性,9,章回小说,清
集藏,小说,木兰奇女传,故事性,8,章回小说,清
集藏,小说,杀子报,故事性,5,章回小说,清
集藏,小说,杨乃武与小白菜,故事性,8,章回小说,清
集藏,小说,枕上晨钟,故事性,4,章回小说,清
集藏,小说,林公案,故事性,11,章回小说,清
集藏,小说,林兰香,故事性,12,章回小说,清
集藏,小说,林黛玉笔记,故事性,4,章回小说,民国
集藏,小说,柳非烟,故事性,2,章回小说,民国
集藏,小说,桃花女阴阳斗传,故事性,6,章回小说,清
集藏,小说,案中冤案,故事性,5,章回小说,清
集藏,小说,梁山五虎大劫牢,故事性,9,章回小说,清
集藏,小说,梅兰佳话,故事性,13,章回小说,清
集藏,小说,梦中缘,故事性,4,章回小说,清
集藏,小说,梼杌萃编,故事性,11,章回小说,清
集藏,小说,梼杌闲评,故事性,53,章回小说,明
集藏,小说,歇浦潮,故事性,56,章回小说,民国
集藏,小说,武则天四大奇案,故事性,12,章回小说,清
集藏,小说,武则天外史,故事性,4,章回小说,清
集藏,小说,歧路灯,故事性,41,章回小说,清
集藏,小说,残水浒,故事性,3,章回小说,民国
集藏,小说,比目鱼,故事性,3,章回小说,清
集藏,小说,水浒传,故事性,50,章回小说,明
集藏,小说,水浒古本,故事性,21,章回小说,明
集藏,小说,水浒后传,故事性,10,章回小说,清
集藏,小说,水浒新传,故事性,16,章回小说,民国
集藏,小说,水石缘,故事性,8,章回小说,清
集藏,小说,永庆升平前传,故事性,17,章回小说,清
集藏,小说,永庆升平后传,故事性,12,章回小说,清
集藏,小说,汉代宫廷艳史,故事性,49,章回小说,民国
集藏,小说,江湖奇侠传,故事性,28,章回小说,民国
集藏,小说,泣红亭,故事性,28,章回小说,清
集藏,小说,泪珠缘,故事性,10,章回小说,清
集藏,小说,活地狱,故事性,7,章回小说,清
集藏,小说,济公全传,故事性,12,章回小说,清
集藏,小说,济颠大师醉菩提全传,故事性,15,章回小说,明
集藏,小说,浓情快史,故事性,11,章回小说,清
集藏,小说,海上尘天影,故事性,33,章回小说,清
集藏,小说,海上花魅影,故事性,7,章回小说,民国
集藏,小说,海上魂,故事性,10,章回小说,清
集藏,小说,海外扶余,故事性,11,章回小说,清
集藏,小说,海游记,故事性,10,章回小说,清
集藏,小说,海角遗编,故事性,11,章回小说,清
集藏,小说,淞隐漫录,故事性,41,文言小说,清
集藏,小说,清代宫廷艳史,故事性,26,章回小说,民国
集藏,小说,炎凉岸,故事性,3,话本拟话本,清
集藏,小说,热血痕,故事性,9,章回小说,清
集藏,小说,照世杯,故事性,3,话本拟话本,清
集藏,小说,熊龙峰小说四种,故事性,5,话本拟话本,明
集藏,小说,熙朝快史,故事性,5,章回小说,清
集藏,小说,燕子笺,故事性,2,戏曲剧本,明
集藏,小说,牛郎织女传,故事性,3,章回小说,明
集藏,小说,狐狸缘全传,故事性,5,章回小说,清
集藏,小说,玉佛缘,故事性,1,章回小说,清
集藏,小说,玉娇梨,故事性,11,章回小说,清
集藏,小说,玉楼春,故事性,5,章回小说,清
集藏,小说,玉燕姻缘全传,故事性,31,章回小说,清
集藏,小说,珍珠舶,故事性,12,话本拟话本,清
集藏,小说,瑶华传,故事性,15,章回小说,清
集藏,小说,瓜分惨祸预言记,故事性,3,章回小说,清
集藏,小说,生绡剪,故事性,16,话本拟话本,清
集藏,小说,生花梦,故事性,5,章回小说,清
集藏,小说,画图缘,故事性,7,章回小说,清
集藏,小说,留东外史,故事性,39,章回小说,民国
集藏,小说,留东外史续集,故事性,69,章回小说,民国
集藏,小说,痛史,故事性,10,章回小说,清
集藏,小说,痴人福,故事性,5,章回小说,清
集藏,小说,痴人说梦记,故事性,4,章回小说,清
集藏,小说,白圭志,故事性,11,章回小说,清
集藏,小说,百花野史,故事性,2,章回小说,清
集藏,小说,皇清秘史,故事性,49,章回小说,民国
集藏,小说,瞎骗奇闻,故事性,2,章回小说,清
集藏,小说,石点头,故事性,11,话本拟话本,明
集藏,小说,祁生天缘奇遇,故事性,2,文言小说,清
集藏,小说,禅真后史,故事性,22,章回小说,明
集藏,小说,禅真逸史,故事性,22,章回小说,明
集藏,小说,禽海石,故事性,2,章回小说,清
集藏,小说,秦王逸史,故事性,41,章回小说,清
集藏,小说,立宪万岁,故事性,5,章回小说,清
集藏,小说,章台柳,故事性,3,章回小说,清
集藏,小说,笏山记,故事性,5,章回小说,清
集藏,小说,笔梨园,故事性,4,章回小说,清
集藏,小说,第一奇女,故事性,59,章回小说,清
集藏,小说,简本水浒传水浒忠义志传,故事性,50,章回小说,明
集藏,小说,粉妆楼全传,故事性,18,章回小说,清
集藏,小说,红楼圆梦,故事性,22,章回小说,清
集藏,小说,红楼复梦,故事性,53,章回小说,清
集藏,小说,红楼幻梦,故事性,17,章回小说,清
集藏,小说,红楼春梦,故事性,65,章回小说,清
集藏,小说,红楼梦,故事性,31,章回小说,清
集藏,小说,红楼梦影,故事性,8,章回小说,清
集藏,小说,红楼梦补,故事性,20,章回小说,清
集藏,小说,红风传,故事性,4,章回小说,清
集藏,小说,终须梦,故事性,11,章回小说,清
集藏,小说,绘芳录红闺春梦,故事性,36,章回小说,清
集藏,小说,绣云阁,故事性,40,章回小说,清
集藏,小说,绣像红灯记,故事性,5,章回小说,清
集藏,小说,绣球缘,故事性,7,章回小说,清
集藏,小说,绣鞋记,故事性,7,章回小说,清
集藏,小说,续水浒传,故事性,8,章回小说,清
集藏,小说,续济公传,故事性,49,章回小说,清
集藏,小说,续红楼梦,故事性,26,章回小说,清
集藏,小说,续红楼梦新编,故事性,15,章回小说,清
集藏,小说,续红楼梦未竟稿二十回,故事性,14,章回小说,清
集藏,小说,续西游记,故事性,35,章回小说,明
集藏,小说,续金瓶梅,故事性,63,章回小说,清
集藏,小说,续镜花缘,故事性,7,章回小说,清
集藏,小说,绮楼重梦,故事性,16,章回小说,清
集藏,小说,绿牡丹,故事性,12,章回小说,清
集藏,小说,绿野仙踪,故事性,41,章回小说,清
集藏,小说,罂粟花,故事性,7,章回小说,清
集藏,小说,美人书,故事性,17,文言小说,清
集藏,小说,老残游记,故事性,6,章回小说,清
集藏,小说,老残游记续集,故事性,4,章回小说,清
集藏,小说,聊斋志异,故事性,40,文言小说,清
集藏,小说,聚仙亭,故事性,4,章回小说,清
集藏,小说,胡涂世界,故事性,6,章回小说,清
集藏,小说,胡雪岩外传,故事性,5,章回小说,清
集藏,小说,脂砚斋全评石头记,故事性,29,章回小说,清
集藏,小说,花月痕,故事性,28,章回小说,清
集藏,小说,花案奇闻,故事性,7,话本拟话本,清
集藏,小说,苗宫夜合花,故事性,3,章回小说,清
集藏,小说,英云梦三生姻缘,故事性,9,章回小说,清
集藏,小说,英雄泪,故事性,7,章回小说,清
集藏,小说,荡寇志,故事性,22,章回小说,清
集藏,小说,萨真人得道咒枣记,故事性,2,章回小说,明
集藏,小说,蕉叶帕,故事性,3,章回小说,清
集藏,小说,蜃楼外史,故事性,8,章回小说,清
集藏,小说,蜃楼志,故事性,14,章回小说,清
集藏,小说,蜗触蛮三国争地记,故事性,2,章回小说,清
集藏,小说,蜜蜂计,故事性,3,章回小说,清
集藏,小说,蝴蝶缘,故事性,12,章回小说,清
集藏,小说,蟫史,故事性,23,章回小说,清
集藏,小说,补红楼梦,故事性,12,章回小说,清
集藏,小说,西太后艳史演义,故事性,18,章回小说,民国
集藏,小说,西游记,故事性,34,章回小说,明
集藏,小说,西游记传,故事性,6,章回小说,明
集藏,小说,西游记百回详注,故事性,18,章回小说,明
集藏,小说,西游记补,故事性,30,章回小说,明
集藏,小说,西湖二集,故事性,19,话本拟话本,明
集藏,小说,观音菩萨传奇,故事性,27,章回小说,清
集藏,小说,警世阴阳梦,故事性,9,章回小说,明
集藏,小说,警富新书,故事性,13,章回小说,清
集藏,小说,警寤钟,故事性,5,话本拟话本,清
集藏,小说,豆棚闲话,故事性,4,话本拟话本,清
集藏,小说,负曝闲谈,故事性,8,章回小说,清
集藏,小说,贪欣误,故事性,7,话本拟话本,明
集藏,小说,赛红丝,故事性,15,章回小说,清
集藏,小说,走马春秋,故事性,7,章回小说,清
集藏,小说,赵太祖三下南唐,故事性,7,章回小说,清
集藏,小说,跻云楼,故事性,8,章回小说,清
集藏,小说,跻春台,故事性,57,话本拟话本,清
集藏,小说,轰天雷,故事性,5,章回小说,清
集藏,小说,载阳堂意外缘,故事性,4,章回小说,清
集藏,小说,近世社会龌龊史,故事性,6,章回小说,清
集藏,小说,返生香,故事性,3,章回小说,清
集藏,小说,连城壁,故事性,15,话本拟话本,清
集藏,小说,连城璧外编,故事性,6,话本拟话本,清
集藏,小说,邻女语,故事性,8,章回小说,清
集藏,小说,醉翁谈录,故事性,5,笔记小说,宋
集藏,小说,醉醒石,故事性,8,话本拟话本,明
集藏,小说,醒世姻缘传,故事性,41,章回小说,清
集藏,小说,醒名花,故事性,8,章回小说,清
集藏,小说,醒梦骈言,故事性,22,话本拟话本,清
集藏,小说,醒风流,故事性,11,章回小说,清
集藏,小说,野叟曝言,故事性,33,章回小说,清
集藏,小说,金台全传,故事性,12,章回小说,清
集藏,小说,金圣叹批评本水浒传,故事性,29,章回小说,明
集藏,小说,金屋梦,故事性,22,章回小说,清
集藏,小说,金瓶梅,故事性,34,章回小说,明
集藏,小说,金瓶梅词话万历本,故事性,72,章回小说,明
集藏,小说,金石缘,故事性,4,章回小说,清
集藏,小说,金莲仙史,故事性,16,章回小说,清
集藏,小说,金谷怀春,故事性,12,章回小说,清
集藏,小说,金钟传正明集,故事性,16,章回小说,清
集藏,小说,金陵秋,故事性,6,章回小说,民国
集藏,小说,铁冠图,故事性,6,章回小说,清
集藏,小说,铁树记,故事性,5,章回小说,明
集藏,小说,铁花仙史,故事性,4,章回小说,清
集藏,小说,银瓶梅,故事性,8,章回小说,清
集藏,小说,锦绣衣,故事性,4,话本拟话本,清
集藏,小说,锦香亭,故事性,8,章回小说,清
集藏,小说,锲唐代吕纯阳得道飞剑记,故事性,4,章回小说,明
集藏,小说,镜花缘,故事性,32,章回小说,清
集藏,小说,闪电窗,故事性,3,话本拟话本,清
集藏,小说,阴阳显报水鬼升城隍全传鬼神传,故事性,3,章回小说,清
集藏,小说,隋代宫闱史,故事性,24,章回小说,清
集藏,小说,隋炀帝艳史,故事性,21,章回小说,明
集藏,小说,雅观楼,故事性,3,章回小说,清
集藏,小说,雨花香,故事性,8,话本拟话本,清
集藏,小说,雪月梅,故事性,9,章回小说,清
集藏,小说,雪鸿泪史,故事性,35,章回小说,清
集藏,小说,雷峰塔奇传,故事性,4,章回小说,清
集藏,小说,青城山隐者记,故事性,1,章回小说,清
集藏,小说,青楼梦,故事性,30,章回小说,清
集藏,小说,青龙传,故事性,2,章回小说,清
集藏,小说,韩湘子全传,故事性,14,章回小说,明
集藏,小说,风月梦,故事性,5,章回小说,清
集藏,小说,风月鉴,故事性,5,章回小说,清
集藏,小说,飞剑记,故事性,4,章回小说,明
集藏,小说,飞花咏,故事性,10,章回小说,清
集藏,小说,飞跎全传,故事性,5,章回小说,清
集藏,小说,飞龙全传,故事性,28,章回小说,清
集藏,小说,驻春园小史,故事性,5,章回小说,清
集藏,小说,鬼神传,故事性,3,章回小说,清
集藏,小说,魏忠贤小说斥奸书,故事性,8,章回小说,明
集藏,小说,魏阉全传,故事性,33,章回小说,明
集藏,小说,麟儿报,故事性,10,章回小说,清
集藏,小说,麹头陀传,故事性,8,章回小说,清
集藏,小说,黄绣球,故事性,10,章回小说,清
集藏,小说,黄金世界,故事性,7,章回小说,清
集藏,小说,黑籍冤魂,故事性,6,章回小说,清
集藏,小说,鼓掌绝尘,故事性,23,章回小说,明
集藏,小说,龙凤再生缘,故事性,25,章回小说,清
集藏,文总集,三国志文类,艺术文学,18,散文文集,宋
集藏,文总集,东汉文纪,艺术文学,48,散文文集,明
集藏,文总集,中州名贤文表,艺术文学,22,散文文集,明
集藏,文总集,二程文集,艺术文学,9,散文文集,宋
集藏,文总集,五百家播芳大全文粹,艺术文学,129,散文文集,宋
集藏,文总集,元文类,艺术文学,43,散文文集,元
集藏,文总集,元艺圃集,艺术文学,14,散文文集,明
集藏,文总集,全上古三代秦汉三国六朝文,艺术文学,658,散文文集,历代汇编
集藏,文总集,全唐文,艺术文学,603,散文文集,隋唐
集藏,文总集,全蜀艺文志,艺术文学,53,散文文集,明
集藏,文总集,全辽文,艺术文学,50,散文文集,辽金
集藏,文总集,六朝文絜,艺术文学,8,骈文,清
集藏,文总集,六臣注文选,艺术文学,33,散文文集,魏晋南北朝
集藏,文总集,北齐文纪,艺术文学,4,散文文集,明
集藏,文总集,南齐文纪,艺术文学,18,散文文集,明
集藏,文总集,古文关键,艺术文学,4,散文文集,宋
集藏,文总集,古文苑,艺术文学,10,散文文集,宋
集藏,文总集,古文观止,艺术文学,20,散文文集,清
集藏,文总集,古文辞类纂,艺术文学,46,散文文集,清
集藏,文总集,古文雅正,艺术文学,9,散文文集,清
集藏,文总集,古文集成,艺术文学,23,散文文集,宋
集藏,文总集,后周文纪,艺术文学,8,散文文集,明
集藏,文总集,吴都文粹,艺术文学,24,散文文集,宋
集藏,文总集,吴都文粹续集,艺术文学,102,散文文集,明
集藏,文总集,唐代墓志汇编续集,艺术文学,131,散文文集,隋唐
集藏,文总集,唐宋元名表,艺术文学,7,骈文,明
集藏,文总集,唐宋八大家文钞,艺术文学,73,散文文集,明
集藏,文总集,唐宋文醇,艺术文学,26,散文文集,清
集藏,文总集,唐文拾遗续拾,艺术文学,96,散文文集,清
集藏,文总集,唐文粹,艺术文学,79,散文文集,宋
集藏,文总集,唐文续拾,艺术文学,91,散文文集,清
集藏,文总集,囘文类聚,艺术文学,5,诗,宋
集藏,文总集,宋文纪,艺术文学,28,散文文集,明
集藏,文总集,宋文选,艺术文学,14,散文文集,宋
